FID,REITTI,SUUNTA,PYS_JARJNR,SOLMUTUNNU,LYHYTTUNNU,X,Y,PROJ_X,PROJ_Y,NIMI,NIMIR,OSOITE,OSOITER,AIK_VOIM,VERKKO,VPPYSAKKI,TARIFFIALU,JOUKKOLLAJ
9474,2046,1,33,2434207,E4941,2537093,6672541,2537076,6672544,Haltiankaari,Gårdsråets båge,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9475,2016,2,6,2322234,E3240,2541369,6673964,2541376,6673952,Ylisrinne,Oppibranten,Ruomelantie,Romensvägen,1,1,1,02,01
9476,2042,1,13,2413258,E4021,2536306,6671294,2536317,6671285,Ulappatori,Fjärdtorget,Espoonlahdenkatu,Esboviksgatan,1,1,0,02,01
9477,2046,1,34,2434209,E4943,2537470,6672574,2537482,6672587,Kirkkotaival,Kyrkstråten,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9478,2016,2,7,2322235,E3241,2541135,6673941,2541130,6673920,Itäportti,Österporten,Ruomelantie,Romensvägen,1,1,1,02,01
9479,2042,1,14,2413256,E4054,2536062,6671149,2536076,6671132,Puosunrinne,Båtsmansbrinken,Espoonlahdenranta,Esboviksstranden,1,1,1,02,01
9480,2016,2,8,2322237,E3243,2540897,6673927,2540902,6673905,Alaportti,Nederporten,Ruomelantie,Romensvägen,1,1,1,02,01
9481,2046,1,35,2434244,E4954,2537761,6672553,2537743,6672564,Kiertotie,Omvägen,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9482,2016,2,9,2323248,E3265,2540430,6673683,2540447,6673687,Kuunkehrä,Månskivan,Kuunkehrä,Månskivan,1,1,1,02,01
9483,2046,1,36,2434246,E4956,2538042,6672719,2538029,6672731,Reittimäki,Färdledsbacken,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9484,2042,1,15,2413214,E4039,2535799,6671129,2535786,6671117,Aalto,Vågen,Kivenlahdenkatu,Stensviksgatan,1,1,1,02,01
9485,2046,1,37,2432210,E4910,2537957,6672904,2537944,6672891,Viittakorpi,Visarkärr,Eestinlaakso,Estdalen,1,1,1,02,01
9486,2042,1,16,2413217,E4042,2535489,6671428,2535476,6671442,Merivirta,Havsströmmen,Merivirta,Havsströmmen,1,1,0,02,01
9487,2016,2,10,2323247,E3264,2540555,6673663,2540552,6673680,Kuunsilta,Månbron,Kuunkatu,Mångatan,1,1,1,02,01
9488,2016,2,11,2323251,E3267,2540777,6673545,2540794,6673554,Auringonkatu,Solgatan,Olarinkatu,Olarsgatan,1,1,1,02,01
9489,2046,1,38,2432227,E4927,2537849,6673075,2537827,6673073,Paljasjalanpolku,Barfotastigen,Eestinlaakso,Estdalen,1,1,1,02,01
9490,2042,1,17,2421209,E4201,2535961,6671790,2535940,6671791,Ruukinsilta,Bruksbron,Ruukinsilta,Bruksbron,1,1,1,02,01
9491,2016,2,12,2323253,E3269,2540942,6673236,2540956,6673244,Meteorinsilta,Meteorbron,Olarinkatu,Olarsgatan,1,1,1,02,01
9492,2046,1,39,2432228,E4928,2537829,6673273,2537804,6673271,Eestinahde,Estbacken,Eestinlaakso,Estdalen,1,1,1,02,01
9493,2042,1,18,2421211,E4203,2536087,6672325,2536073,6672321,Kattilatanhua,Kitteltået,Kattilalaaksonkatu,Kitteldalsgatan,1,1,1,02,01
9494,2042,1,19,2421219,E4211,2536295,6672605,2536284,6672611,Kattilarinne,Kittelbranten,Kattilalaaksonkatu,Kitteldalsgatan,1,1,1,02,01
9495,2046,1,40,2434302,E4959,2538001,6673513,2537990,6673532,Pisanmäki,Bisabacken,Pisantie,Bisavägen,1,1,1,02,01
9496,2016,2,13,2322211,E3233,2541067,6672769,2541085,6672775,Piispanristi,Biskopskorset,Piispansilta,Biskopsbron,1,1,1,02,01
9497,2016,2,14,2311211,E3111,2541168,6672539,2541185,6672546,Piispanaukio,Biskopsplatsen,Piispansilta,Biskopsbron,1,1,1,02,01
9498,2042,1,20,2421213,E4205,2536383,6672860,2536357,6672865,Kattilavuori,Kittelberget,Kattilalaaksonkatu,Kitteldalsgatan,1,1,1,02,01
9499,2046,1,41,2432262,E4934,2538440,6673743,2538421,6673740,Puolarmetsänkatu,Bolarskogsgatan,Finnoontie,Finnovägen,1,1,1,02,01
9500,2016,2,15,2311201,E3101,2541257,6672396,2541274,6672404,Matinkylä (M),Mattby (M),Piispansilta,Biskopsbron,1,1,1,02,01
9501,2042,1,21,2434211,E4960,2536662,6673004,2536662,6673024,Isokivi,Storstenen,Kattilalaaksonkatu,Kitteldasgatan,1,1,1,02,01
9502,2046,1,42,2433209,E4325,2538341,6673994,2538324,6673984,Puolarmäki,Bolobacken,Finnoontie,Finnovägen,1,1,1,02,01
9503,2016,2,16,2311204,E3104,2541362,6672102,2541369,6672086,Matinristi,Mattkorset,Matinkatu,Mattsgatan,1,1,1,02,01
9504,2042,1,22,2434231,E4951,2536871,6673140,2536853,6673136,Oxfot,Oxfot,Nöykkiönkatu,Nöykisgatan,1,1,1,02,01
9505,2046,1,43,2433211,E4327,2537621,6674466,2537622,6674448,Kukkumäki,Kuckubacka,Finnoontie,Finnovägen,1,1,1,02,01
9506,2016,2,17,2311216,E3116,2541175,6672023,2541183,6672008,Kala-Matti,Fiskar-Matte,Matinkatu,Mattsgatan,1,1,1,02,01
9507,2042,1,23,2431253,E4315,2536537,6673755,2536517,6673747,Nauriskaski,Rovsveden,Kaskitie,Svedjevägen,1,1,1,02,01
9508,2046,1,44,2431213,E4301,2537403,6674664,2537386,6674660,Kantokaski,Stubbsveden,Finnoontie,Finnovägen,1,1,1,02,01
9509,2042,1,24,2431251,E4313,2536637,6674044,2536621,6674076,Latokaski,Ladusved,Latokaski,Ladusved,1,1,1,02,01
9510,2016,2,18,2314224,E3140,2540829,6672084,2540839,6672063,Leilitie,Lägelvägen,Suomenlahdentie,Finnviksvägen,1,1,1,02,01
9511,2046,1,45,2615215,E6167,2537179,6675387,2537163,6675379,Söderskog,Söderskog,Finnoontie,Finnovägen,1,1,1,02,01
9512,2042,1,25,2431257,E4319,2536853,6674197,2536839,6674227,Kaskenpolttaja,Svedjebrännaren,Lehtikaskentie,Lövsvedsvägen,1,1,1,02,01
9513,2016,2,19,2314220,E3136,2540515,6671951,2540502,6671944,Kalaonni,Fiskelyckan,Kalastajantie,Fiskarvägen,1,1,1,02,01
9514,2046,1,46,2615236,E6171,2536929,6676230,2536904,6676217,Lugnet,Lugnet,Espoonväylä,Esboleden,1,1,1,02,01
9515,2042,1,26,2431255,E4317,2537104,6674373,2537076,6674398,Kaskisavu,Svedjeröken,Lehtikaskentie,Lövsvedsvägen,1,1,1,02,01
9516,2016,2,20,2312201,E3143,2540497,6672014,2540491,6672011,Kalatorppa,Fisketorpet,Kalastajamäki,Fiskarbacken,1,1, , ,01
9517,2046,1,47,2611234,E6015,2536522,6676571,2536513,6676555,Kiltakallio,Gillesberget,Espoonväylä,Esboleden,1,1,1,02,01
9518,2042,1,27,2431213,E4301,2537403,6674664,2537386,6674660,Kantokaski,Stubbsveden,Finnoontie,Finnovägen,1,1,1,02,01
9519,2016A,1,1,2331201,E3302,2540598,6675318,2540593,6675322,Lillhemt,Lillhemt,Tuurinmäentie,Torsbackavägen,1,1,1,02,01
9520,2046,1,48,2615230,E6169,2536342,6677049,2536325,6677038,Samaria,Samaria,Espoonväylä,Esboleden,1,1,1,02,01
9521,2042,1,28,2615215,E6167,2537179,6675387,2537163,6675379,Söderskog,Söderskog,Finnoontie,Finnovägen,1,1,1,02,01
9522,2016A,1,2,2331203,E3304,2540891,6675140,2540900,6675152,Lillhemtinpuisto,Lillhemtparken,Maakirjantie,Jordeboksvägen,1,1,1,02,01
9523,2046,1,49,2611258,E6027,2536605,6677270,2536599,6677276,Espoon asema,Esbo station,Espoon asema,Esbo station,1,1, , ,01
9524,2042,1,29,2615236,E6171,2536929,6676230,2536904,6676217,Lugnet,Lugnet,Espoonväylä,Esboleden,1,1,1,02,01
9525,2016A,1,3,2331209,E3309,2541506,6674824,2541519,6674827,Klaris,Klaris,Suurpellontie,Storåkernsvägen,1,1,1,02,01
9526,2046,2,1,2611258,E6027,2536605,6677270,2536599,6677276,Espoon asema,Esbo station,Espoon asema,Esbo station,1,1,1,02,01
9527,2042,1,30,2611234,E6015,2536522,6676571,2536513,6676555,Kiltakallio,Gillesberget,Espoonväylä,Esboleden,1,1,1,02,01
9528,2016A,1,4,2241237,E2418,2542090,6674607,2542091,6674625,Kokinkylänsilta,Kockbybron,Mankkaanlaaksontie,Mankansdalsvägen,1,1,1,02,01
9529,2016A,1,5,2214204,E2123,2542398,6674603,2542396,6674621,Lukupuronportti,Lukubäcksporten,Mankkaanlaaksontie,Mankansdalsvägen,1,1,1,02,01
9530,2046,2,2,2611208,E6008,2536537,6677300,2536545,6677281,Espoon asema,Esbo station,Kirkkojärventie,Kyrkträskvägen,1,1,1,02,01
9531,2042,1,31,2615230,E6169,2536342,6677049,2536325,6677038,Samaria,Samaria,Espoonväylä,Esboleden,1,1,1,02,01
9532,2016A,1,6,2214208,E2126,2542920,6674610,2542935,6674619,Orion,Orion,Orionintie,Orionvägen,1,1,1,02,01
9533,2046,2,3,2615233,E6170,2536356,6676928,2536374,6676930,Samaria,Samaria,Espoonväylä,Esboleden,1,1,1,02,01
9534,2042,1,32,2611249,E6019,2536658,6677303,2536649,6677323,Espoon asema,Esbo station,Kirkkojärventie,Kyrkträskvägen,1,1,1,02,01
9535,2016A,1,7,2214206,E2125,2543340,6674226,2543341,6674241,Orioninristi, ,Orionintie,Orionvägen,1,1,1,02,01
9536,2046,2,4,2611235,E6016,2536487,6676547,2536498,6676565,Kiltakallio,Gillesberget,Espoonväylä,Esboleden,1,1,1,02,01
9537,2042,1,33,2611251,E6021,2536832,6677550,2536813,6677542,Kaivomestarinkatu,Brunnsmästargatan,Kirkkokatu,Kyrkogatan,1,1,1,02,01
9538,2042,1,34,2611257,E6026,2536566,6677928,2536554,6677915,Kirkkopuisto,Kyrkparken,Kirkkokatu,Kyrkogatan,1,1,1,02,01
9539,2016A,1,8,2214248,E2140,2543403,6673920,2543421,6673921,Urheilupuisto (M),Idrottsparken (M),Koivu-Mankkaan tie,Björkmankansvägen,1,1,1,02,01
9540,2046,2,5,2615239,E6172,2536983,6676139,2536990,6676152,Lugnet,Lugnet,Finnoontie,Finnovägen,1,1,1,02,01
9541,2042,1,35,2611203,E6003,2536428,6678229,2536416,6678248,Lehtimäki,Lövkulla,Espoontie,Esbovägen,1,1,1,02,01
9542,2016A,1,9,2214241,E2133,2543379,6673654,2543395,6673626,Niittymaa,Ängsmalmen,Merituulentie,Havsvindsvägen,1,1,1,02,01
9543,2046,2,6,2615216,E6168,2537128,6675350,2537175,6675361,Söderskog,Söderskog,Finnoontie,Finnovägen,1,1,1,02,01
9544,2042,1,36,2631218,E6308,2536809,6678571,2536794,6678578,Lommila,Gloms,Espoontie,Esbovägen,1,1,1,02,01
9545,2016A,1,10,2214243,E2135,2542927,6673556,2542925,6673525,Niittyportti,Ängsporten,Merituulentie,Havsvindsvägen,1,1,1,02,01
9546,2046,2,7,2431214,E4302,2537425,6674528,2537439,6674541,Kantokaski,Stubbsveden,Finnoontie,Finnovägen,1,1,1,02,01
9547,2042,1,37,2631217,E6307,2536882,6678769,2536861,6678773,Ikea Espoo,Ikea Esbo,Espoontie,Esbovägen,1,1,1,02,01
9548,2016A,1,11,2214239,E2132,2542521,6673514,2542524,6673497,Niittykumpu (M),Ängskulla (M),Merituulentie,Havsvindsvägen,1,1,1,02,01
9549,2046,2,8,2433212,E4328,2537767,6674436,2537765,6674456,Kukkumäki,Kuckubacka,Finnoontie,Finnovägen,1,1,1,02,01
9550,2042,1,38,2631280,E6311,2537201,6679025,2537203,6679036,Fallåker,Fallåker,Turuntie,Åbovägen,1,1,1,02,01
9551,2016A,1,12,2322204,E3227,2541859,6673402,2541862,6673377,Haltila,Haldens,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9552,2046,2,9,2433210,E4326,2538342,6673917,2538359,6673927,Puolarmäki,Bolobacken,Finnoontie,Finnovägen,1,1,1,02,01
9553,2042,1,39,2631204,E6304,2537753,6679176,2537752,6679201,Bemböle,Bemböle,Turuntie,Åbovägen,1,1,1,02,01
9554,2016A,1,13,2322250,E3251,2541704,6673293,2541721,6673299,Gräsantulli, ,Piispankalliontie,Biskopsbergsvägen,1,1,1,02,01
9555,2016A,1,14,2314201,E3130,2541882,6672588,2541900,6672580,Matinsyrjä,Mattliden,Matinkartanontie,Mattgårdsvägen,1,1,1,02,01
9556,2046,2,10,2433207,E4324,2538329,6673700,2538328,6673682,Ahtaanmäki,Trångsundsbacken,Pisantie,Bisavägen,1,1,1,02,01
9557,2042,1,40,2631269,E6310,2538171,6679049,2538162,6679061,Jorvin sairaala,Jorvs sjukhus,Jorvin sairaala,Jorvs sjukhus,1,1, , ,01
9558,2016A,1,15,2313201,E3122,2541669,6672485,2541676,6672470,Matinkallio,Mattberget,Nelikkotie,Fjärdingsvägen,1,1,1,02,01
9559,2046,2,11,2434301,E4958,2537947,6673533,2537955,6673515,Pisanmäki,Bisabacken,Pisantie,Bisavägen,1,1,1,02,01
9560,2042,2,1,2631269,E6310,2538171,6679049,2538162,6679061,Jorvin sairaala,Jorvs sjukhus,Jorvin sairaala,Jorvs sjukhus,1,1,1,02,01
9561,2016A,1,16,2313205,E3126,2541304,6672492,2541311,6672479,Nelikko,Fjärdingen,Nelikkotie,Fjärdingsvägen,1,1,1,02,01
9562,2046,2,12,2434233,E4953,2537777,6673366,2537795,6673367,Eestinlaakso,Estdalen,Pisantie,Bisavägen,1,1,1,02,01
9563,2042,2,2,2631203,E6303,2537631,6679217,2537632,6679197,Bemböle,Bemböle,Turuntie,Åbovägen,1,1,1,02,01
9564,2016A,1,17,2311210,E3110,2541193,6672567,2541179,6672561,Piispanaukio,Biskopsplatsen,Piispansilta,Biskopsbron,1,1,1,02,01
9565,2046,2,13,2432215,E4915,2537799,6673181,2537813,6673182,Eestinahde,Estbacken,Eestinlaakso,Estdalen,1,1,1,02,01
9566,2042,2,3,2631281,E6312,2537195,6679058,2537188,6679041,Fallåker,Fallåker,Turuntie,Åbovägen,1,1,1,02,01
9567,2016A,1,18,2322212,E3234,2541111,6672779,2541087,6672770,Piispanristi,Biskopskorset,Piispansilta,Biskopsbron,1,1,1,02,01
9568,2046,2,14,2432209,E4909,2537860,6672949,2537874,6672960,Viittakorpi,Visarkärr,Eestinlaakso,Estdalen,1,1,1,02,01
9569,2042,2,4,2631219,E6309,2536799,6678688,2536834,6678678,Ikea Espoo,Ikea Esbo,Espoontie,Esbovägen,1,1,1,02,01
9570,2016A,1,19,2323207,E3256,2541072,6673043,2541055,6673039,Päiväntaite,Middagshöjden,Olarinkatu,Olarsgatan,1,1,1,02,01
9571,2046,2,15,2434245,E4955,2538007,6672731,2538022,6672722,Reittimäki,Färdledsbacken,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9572,2016A,1,20,2323252,E3268,2540951,6673293,2540935,6673285,Meteorinsilta,Meteorbron,Olarinkatu,Olarsgatan,1,1,1,02,01
9573,2046,2,16,2434250,E4957,2537706,6672559,2537708,6672537,Kiertotie,Omvägen,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9574,2042,2,5,2611264,E6032,2536636,6678405,2536648,6678391,Lommila,Gloms,Espoontie,Esbovägen,1,1,1,02,01
9575,2046,2,17,2434208,E4942,2537485,6672597,2537479,6672590,Kirkkotaival,Kyrkstråten,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9576,2016A,1,21,2323250,E3266,2540746,6673684,2540729,6673676,Auringonkatu,Solgatan,Olarinkatu,Olarsgatan,1,1,1,02,01
9577,2042,2,6,2611202,E6002,2536385,6678128,2536402,6678137,Lehtimäki,Lövkulla,Kirkkokatu,Kyrkogatan,1,1,1,02,01
9578,2042,2,7,2611248,E6018,2536479,6677960,2536496,6677977,Kirkkopuisto,Kyrkparken,Kirkkokatu,Kyrkogatan,1,1,1,02,01
9579,2046,2,18,2434206,E4940,2537057,6672544,2537076,6672541,Haltiankaari,Gårdsråets båge,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9580,2016A,1,22,2323248,E3265,2540430,6673683,2540447,6673687,Kuunkehrä,Månskivan,Kuunkehrä,Månskivan,1,1,1,02,01
9581,2042,2,8,2611250,E6020,2536785,6677566,2536801,6677572,Kaivomestarinkatu,Brunnsmästargatan,Kirkkokatu,Kyrkogatan,1,1,1,02,01
9582,2046,2,19,2434204,E4938,2536764,6672412,2536791,6672409,Vehas,Vehas,Nöykkiönkatu,Nöykisgatan,1,1,1,02,01
9583,2016A,1,23,2323247,E3264,2540555,6673663,2540552,6673680,Kuunsilta,Månbron,Kuunkatu,Mångatan,1,1,1,02,01
9584,2042,2,9,2611208,E6008,2536537,6677300,2536545,6677281,Espoon asema,Esbo station,Kirkkojärventie,Kyrkträskvägen,1,1,1,02,01
9585,2046,2,20,2421206,E4258,2536903,6671872,2536935,6671882,Sammalvuori,Mossberget,Nöykkiönkatu,Nöykisgatan,1,1,0,02,01
9586,2016A,1,24,2322238,E3244,2540902,6673887,2540898,6673904,Alaportti,Nederporten,Ruomelantie,Romensvägen,1,1,1,02,01
9587,2042,2,10,2615233,E6170,2536356,6676928,2536374,6676930,Samaria,Samaria,Espoonväylä,Esboleden,1,1,1,02,01
9588,2046,2,21,2421218,E4210,2537046,6671582,2537072,6671591,Martinsilta,Mårtensbro,Soukanväylä,Sököleden,1,1,1,02,01
9589,2016A,1,25,2322236,E3242,2541172,6673896,2541174,6673913,Itäportti,Österporten,Ruomelantie,Romensvägen,1,1,1,02,01
9590,2042,2,11,2611235,E6016,2536487,6676547,2536498,6676565,Kiltakallio,Gillesberget,Espoonväylä,Esboleden,1,1,1,02,01
9591,2046,2,22,2411201,E4001,2536983,6671362,2536985,6671343,Amiraalin puistotie,Amiralsallén,Kivenlahdentie,Stensviksvägen,1,1,1,02,01
9592,2016A,1,26,2322248,E3250,2541415,6674018,2541399,6674012,Yliskallio,Oppiberget,Uuskartanontie,Nygårdsvägen,1,1,1,02,01
9593,2042,2,12,2615239,E6172,2536983,6676139,2536990,6676152,Lugnet,Lugnet,Finnoontie,Finnovägen,1,1,1,02,01
9594,2046,2,23,2411259,E4024,2536600,6671065,2536614,6671079,Lippulaiva,Lippulaiva,Espoonlahdenkatu,Esboviksvägen,1,1,1,02,01
9595,2016A,1,27,2322240,E3246,2541359,6674257,2541348,6674249,Ylismäenristi,Oppibackakorset,Uuskartanontie,Nygårdsvägen,1,1,1,02,01
9596,2042,2,13,2615216,E6168,2537128,6675350,2537175,6675361,Söderskog,Söderskog,Finnoontie,Finnovägen,1,1,1,02,01
9597,2046,2,24,2411239,E4012,2536730,6670868,2536746,6670852,Espoonlahden uimahal, ,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9598,2016A,1,28,2331204,E3305,2541483,6674585,2541466,6674597,Olarinniityntie,Olarsängsvägen,Ylismäentie,Oppibackavägen,1,1,1,02,01
9599,2046,2,25,2414219,E4061,2536531,6670600,2536551,6670602,Näkinkaari,Näckens båge,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9600,2042,2,14,2431256,E4318,2537356,6674605,2537351,6674565,Kantokaski,Stubbsveden,Lehtikaskentie,Lövsvedsvägen,1,1,1,02,01
9601,2016A,1,29,2331206,E3308,2541554,6674745,2541541,6674742,Klaris,Klaris,Suurpellontie,Storåkernsvägen,1,1,1,02,01
9602,2046,2,26,2414265,E4063,2536652,6670122,2536669,6670124,Ristiniementie,Korsnäsvägen,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9603,2016A,1,30,2331210,E3310,2541447,6674970,2541443,6674955,Suurpellonaukio,Storåkersplatsen,Maakirjantie,Jordeboksvägen,1,1,1,02,01
9604,2046,2,27,2412221,E4110,2536757,6669945,2536770,6669958,Soukanlahti,Sököviken,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9605,2042,2,15,2431258,E4320,2537065,6674429,2537075,6674397,Kaskisavu,Svedjeröken,Lehtikaskentie,Lövsvedsvägen,1,1,1,02,01
9606,2016A,1,31,2331202,E3303,2540884,6675181,2540877,6675166,Lillhemtinpuisto,Lillhemtparken,Maakirjantie,Jordeboksvägen,1,1,1,02,01
9607,2046,2,28,2412223,E4112,2537115,6670108,2537109,6670123,Kaskilaakso,Svedjedalen,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
9608,2042,2,16,2431260,E4321,2536824,6674245,2536835,6674225,Kaskenpolttaja,Svedjebrännaren,Lehtikaskentie,Lövsvedsvägen,1,1,1,02,01
9609,2016A,1,32,2331200,E3301,2540598,6675318,2540593,6675321,Lillhemt,Lillhemt,Tuurinmäentie,Torsbackavägen,1,1, , ,01
9610,2046,2,29,2412225,E4114,2537341,6670230,2537334,6670244,Ylä-Soukka,Övre Sökö,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
9611,2042,2,17,2431252,E4314,2536609,6674099,2536614,6674073,Latokaski,Ladusved,Latokaski,Ladusved,1,1,1,02,01
9612,2046,2,30,2412229,E4118,2537459,6670149,2537478,6670157,Soukantori,Sökötorget,Soukantie,Sökövägen,1,1,1,02,01
9613,2042,2,18,2431254,E4316,2536526,6673652,2536553,6673665,Nauriskaski,Rovsveden,Kaskitie,Svedjevägen,1,1,1,02,01
9614,2016B,2,1,2331201,E3302,2540598,6675318,2540593,6675322,Lillhemt,Lillhemt,Tuurinmäentie,Torsbackavägen,1,1,1,02,01
9615,2046,2,31,2412231,E4120,2537528,6669982,2537548,6669994,Soukankaari,Sökösvängen,Soukantie,Sökövägen,1,1,1,02,01
9616,2042,2,19,2434232,E4952,2536809,6673051,2536808,6673028,Oxfot,Oxfot,Kattilalaaksonkatu,Kitteldalsgatan,1,1,1,02,01
9617,2016B,2,2,2331203,E3304,2540891,6675140,2540900,6675152,Lillhemtinpuisto,Lillhemtparken,Maakirjantie,Jordeboksvägen,1,1,1,02,01
9618,2046,2,32,2412233,E4122,2537576,6669761,2537595,6669768,Soukankuja,Sökögränden,Soukantie,Sökövägen,1,1,1,02,01
9619,2042,2,20,2421216,E4208,2536414,6672987,2536438,6672970,Isokivi,Storstenen,Kattilalaaksonkatu,Kitteldalsgatan,1,1,1,02,01
9620,2016B,2,3,2331209,E3309,2541506,6674824,2541519,6674827,Klaris,Klaris,Suurpellontie,Storåkernsvägen,1,1,1,02,01
9621,2046,2,33,2412281,E4133,2537899,6669568,2537915,6669578,Vesiniitty,Vattuängen,Soukanväylä,Sököleden,1,1,1,02,01
9622,2042,2,21,2421214,E4206,2536299,6672714,2536324,6672702,Kattilavuori,Kittelberget,Kattilalaaksonkatu,Kitteldalsgatan,1,1,1,02,01
9623,2046,2,34,2415277,E4149,2538088,6669477,2538070,6669480,Riilahdenristi,Rilaxkorset,Riilahdentie,Rilaxvägen,1,1,1,02,01
9624,2042,2,22,2421220,E4212,2536251,6672549,2536245,6672557,Kattilarinne,Kittelbranten,Kattilalaaksonkatu,Kitteldalsgatan,1,1,1,02,01
9625,2016B,2,4,2331205,E3306,2541457,6674616,2541471,6674604,Olarinniityntie,Olarsängsvägen,Ylismäentie,Oppibackavägen,1,1,1,02,01
9626,2046,2,35,2443221,E4442,2538144,6669858,2538122,6669868,Vesiniityntie,Vattuängsvägen,Riilahdentie,Rilaxvägen,1,1,1,02,01
9627,2042,2,23,2421212,E4204,2536054,6672320,2536072,6672324,Kattilatanhua,Kitteltået,Kattilalaaksonkatu,Kitteldalsgatan,1,1,1,02,01
9628,2016B,2,5,2322239,E3245,2541334,6674227,2541354,6674236,Ylismäenristi,Oppibackakorset,Uuskartanontie,Nygårdsvägen,1,1,1,02,01
9629,2046,2,36,2443219,E4440,2538180,6670086,2538158,6670086,Riilahti,Rilax,Riilahdentie,Rilaxvägen,1,1,1,02,01
9630,2042,2,24,2421210,E4202,2535912,6671809,2535940,6671805,Ruukinsilta,Bruksbron,Ruukinsilta,Bruksbron,1,1,1,02,01
9631,2016B,2,6,2322234,E3240,2541369,6673964,2541376,6673952,Ylisrinne,Oppibranten,Ruomelantie,Romensvägen,1,1,1,02,01
9632,2046,2,37,2443217,E4438,2538104,6670374,2538081,6670378,Kaitamäenristi,Kaitbackskorset,Riilahdentie,Rilaxvägen,1,1,1,02,01
9633,2042,2,25,2413218,E4043,2535499,6671487,2535511,6671474,Merivirta,Havsströmmen,Merivirta,Havsströmmen,1,1,1,02,01
9634,2016B,2,7,2322235,E3241,2541135,6673941,2541130,6673920,Itäportti,Österporten,Ruomelantie,Romensvägen,1,1,1,02,01
9635,2046,2,38,2443213,E4434,2538107,6670846,2538092,6670853,Hannusjärvi,Hannusträsket,Kaitaantie,Kaitansvägen,1,1,1,02,01
9636,2042,2,26,2413213,E4038,2535783,6671094,2535796,6671107,Aalto,Vågen,Kivenlahdenkatu,Stensviksgatan,1,1,1,02,01
9637,2016B,2,8,2322237,E3243,2540897,6673927,2540902,6673905,Alaportti,Nederporten,Ruomelantie,Romensvägen,1,1,1,02,01
9638,2046,2,39,2442211,E4426,2538579,6671161,2538565,6671171,Iivisniemi,Ivisnäs,Kaitaantie,Kaitansvägen,1,1,1,02,01
9639,2042,2,27,2413257,E4055,2536092,6671112,2536077,6671136,Puosunrinne,Båtsmansbrinken,Espoonlahdenranta,Esboviksstranden,1,1,1,02,01
9640,2016B,2,9,2323248,E3265,2540430,6673683,2540447,6673687,Kuunkehrä,Månskivan,Kuunkehrä,Månskivan,1,1,1,02,01
9641,2046,2,40,2442207,E4423,2538967,6671539,2538949,6671540,Hannuksenpelto,Hannusåkern,Hannuksentie,Hannusvägen,1,1,0,02,01
9642,2042,2,28,2411255,E4020,2536265,6671208,2536251,6671223,Kipparinkatu,Skeppargatan,Espoonlahdenranta,Esboviksstranden,1,1,1,02,01
9643,2016B,2,10,2323247,E3264,2540555,6673663,2540552,6673680,Kuunsilta,Månbron,Kuunkatu,Mångatan,1,1,1,02,01
9644,2046,2,41,2442205,E4421,2539264,6671900,2539253,6671911,Hannus,Hannus,Hannuksentie,Hannusvägen,1,1,1,02,01
9645,2042,2,29,2411257,E4022,2536396,6671283,2536409,6671296,Ulappatori,Fjärdtorget,Espoonlahdenkatu,Esboviksgatan,1,1,1,02,01
9646,2016B,2,11,2323251,E3267,2540777,6673545,2540794,6673554,Auringonkatu,Solgatan,Olarinkatu,Olarsgatan,1,1,1,02,01
9647,2046,2,42,2442230,E4428,2539530,6672091,2539523,6672107,Luoteisrinne,Nordvästbrinken,Rusthollarinkatu,Rusthållargatan,1,1,1,02,01
9648,2042,2,30,2411259,E4024,2536600,6671065,2536614,6671079,Lippulaiva,Lippulaiva,Espoonlahdenkatu,Esboviksvägen,1,1,1,02,01
9649,2016B,2,12,2323253,E3269,2540942,6673236,2540956,6673244,Meteorinsilta,Meteorbron,Olarinkatu,Olarsgatan,1,1,1,02,01
9650,2046,2,43,2442232,E4430,2539723,6671861,2539755,6671818,Hyljekuja,Sälgränden,Hyljeluodontie,Säkörsvägen,1,1,1,02,01
9651,2042,2,31,2411239,E4012,2536730,6670868,2536746,6670852,Espoonlahden uimahal, ,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9652,2016B,2,13,2322211,E3233,2541067,6672769,2541085,6672775,Piispanristi,Biskopskorset,Piispansilta,Biskopsbron,1,1,1,02,01
9653,2046,2,44,2441234,E4407,2539599,6671577,2539632,6671575,Finnoonlahti,Finnoviken,Hylkeenpyytäjäntie,Säljägarvägen,1,1,1,02,01
9654,2042,2,32,2414219,E4061,2536531,6670600,2536551,6670602,Näkinkaari,Näckens båge,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
