FID,REITTI,SUUNTA,PYS_JARJNR,SOLMUTUNNU,LYHYTTUNNU,X,Y,PROJ_X,PROJ_Y,NIMI,NIMIR,OSOITE,OSOITER,AIK_VOIM,VERKKO,VPPYSAKKI,TARIFFIALU,JOUKKOLLAJ
9295,2012,2,26,2321222,E3211,2540336,6672603,2540325,6672614,Friisilänristi,Frisanskorset,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9296,2019,2,7,2611208,E6008,2536537,6677300,2536545,6677281,Espoon asema,Esbo station,Kirkkojärventie,Kyrkträskvägen,1,1,1,02,01
9297,2012,2,27,2323213,E3261,2540712,6672896,2540711,6672915,Koronakatu,Koronagatan,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9298,2019,2,8,2611256,E6025,2536454,6677009,2536448,6677027,Samaria,Samaria,Siltakatu,Brogatan,1,1,1,02,01
9299,2012,2,28,2323211,E3260,2540898,6672889,2540898,6672900,Piispanportti,Biskopsporten,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9300,2012,2,29,2323209,E3258,2541244,6673004,2541233,6673016,Olarinristi,Olarskorset,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9301,2019,2,9,2611255,E6024,2536597,6677063,2536590,6677077,Espoon asema,Esbo station,Siltakatu,Brogatan,1,1,1,02,01
9302,2012,2,30,2322206,E3229,2541473,6673226,2541460,6673240,Aamutie,Morgonvägen,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9303,2019,2,10,2611209,E6009,2536964,6677214,2536944,6677225,Suviniitty,Södrikängen,Siltakatu,Brogatan,1,1,1,02,01
9304,2019,2,11,2613253,E6133,2537050,6677389,2537040,6677407,Reviisorinkatu,Revisorsgatan,Siltakatu,Brogatan,1,1,1,02,01
9305,2012,2,31,2322247,E3249,2541770,6673337,2541766,6673361,Gräsantulli,Gräsatullen,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9306,2019,2,12,2613271,E6135,2537516,6677377,2537529,6677381,Suvelanristi,Södrikkorset,Suvelantie,Södrikvägen,1,1,1,02,01
9307,2012,2,32,2322229,E3236,2542117,6673432,2542113,6673452,Niittykummunsilta,Ängskullabron,Merituulentie,Havsvindsvägen,1,1,1,02,01
9308,2019,2,13,2613217,E6124,2537524,6677259,2537538,6677250,Joupinmäki,Jofsbacken,Kirstintie,Kirstivägen,1,1,1,02,01
9309,2012,2,33,2214238,E2131,2542505,6673467,2542504,6673492,Niittykumpu (M),Ängskulla (M),Merituulentie,Havsvindsvägen,1,1,1,02,01
9310,2019,2,14,2613215,E6122,2537282,6676966,2537296,6676954,Kirstin koulu,Kirstin koulu,Kirstintie,Kirstivägen,1,1,1,02,01
9311,2012,2,34,2214244,E2136,2543035,6673501,2543034,6673520,Niittyportti,Ängsporten,Merituulentie,Havsvindsvägen,1,1,1,02,01
9312,2046,1,7,2441233,E4406,2539647,6671546,2539629,6671547,Finnoonlahti,Finnoviken,Hyljeluodontie,Sälörsvägen,1,1,1,02,01
9313,2019,2,15,2613000,E6101,2537124,6676801,2537131,6676790,Kirstinmäki,Kirstibacken,Kirstintie,Kirstivägen,1,1,1,02,01
9314,2012,2,35,2214242,E2134,2543528,6673659,2543512,6673689,Niittymaa,Ängsmalmen,Merituulentie,Havsvindsvägen,1,1,1,02,01
9315,2019,2,16,2613007,E6105,2537009,6676629,2537024,6676649,Saarniraiviontie,Äskrödjevägen,Sunantie,Sunavägen,1,1,1,02,01
9316,2012,2,36,2212244,E2115,2543807,6673794,2543807,6673811,Jousenkaari,Bågsvängen,Merituulentie,Havvindsvägen,1,1,1,02,01
9317,2019,2,17,2613004,E6104,2537278,6676448,2537298,6676465,Saarnimäki,Askbacken,Sunantie,Sunavägen,1,1,1,02,01
9318,2012,2,37,2212240,E2114,2544207,6673785,2544202,6673805,Hakalehto,Hagliden,Merituulentie,Havsvindsvägen,1,1,1,02,01
9319,2019,2,18,2613241,E6129,2537130,6676238,2537139,6676230,Hösmärintie,Hösmärvägen,Hösmärintie,Hösmärvägen,1,1,1,02,01
9320,2012,2,38,2212238,E2112,2544437,6673883,2544427,6673902,Hakarinne,Hagsluttningen,Merituulentie,Havsvindsvägen,1,1,1,02,01
9321,2019,2,19,2615216,E6168,2537128,6675350,2537175,6675361,Söderskog,Söderskog,Finnoontie,Finnovägen,1,1,1,02,01
9322,2012,2,39,2211274,E2014,2544681,6673670,2544703,6673673,Tuuliniitty,Vindängen,Etelätuulentie,Sunnanvindsvägen,1,1,1,02,01
9323,2019,2,20,2431214,E4302,2537425,6674528,2537439,6674541,Kantokaski,Stubbsveden,Finnoontie,Finnovägen,1,1,1,02,01
9324,2012,2,40,2211235,E2010,2545181,6673829,2545164,6673827,Sateentie,Regnvägen,Tapiolantie,Tapiolavägen,1,1,1,02,01
9325,2019,2,21,2433212,E4328,2537767,6674436,2537765,6674456,Kukkumäki,Kuckubacka,Finnoontie,Finnovägen,1,1,1,02,01
9326,2012,2,41,2211292,E2019,2544950,6674138,2544953,6674129,Tapionaukio,Tapioplatsen,Tapionaukio,Tapioplatsen,1,1, , ,01
9327,2019,2,22,2433210,E4326,2538342,6673917,2538359,6673927,Puolarmäki,Bolobacken,Finnoontie,Finnovägen,1,1,1,02,01
9328,2012B,1,1,2211293,E2020,2544973,6674122,2544978,6674111,Tapionaukio,Tapioplatsen,Tapionaukio,Tapioplatsen,1,1,1,02,01
9329,2019,2,23,2433246,E4329,2538473,6673678,2538469,6673697,Puolarmetsänkuja,Bolarskogsgränden,Puolarmetsänkatu,Bolarskogsgatan,1,1,1,02,01
9330,2012B,1,2,2211236,E2011,2545132,6673833,2545163,6673834,Sateentie,Regnvägen,Tapiolantie,Tapiolavägen,1,1,1,02,01
9331,2019,2,24,2321221,E3210,2539288,6673824,2539286,6673844,Puolarmetsä,Bolarskog,Puolarintie,Bolarsvägen,1,1,1,02,01
9332,2012B,1,3,2211275,E2015,2544729,6673643,2544705,6673642,Tuuliniitty,Vindängen,Etelätuulentie,Sunnanvindsvägen,1,1,1,02,01
9333,2019,2,25,2321261,E3223,2539521,6673892,2539513,6673910,Holmankorpi,Holmkärret,Puolarintie,Bolarsvägen,1,1,1,02,01
9334,2012B,1,4,2212237,E2111,2544460,6673939,2544471,6673920,Hakarinne,Hagsluttningen,Merituulentie,Havsvindsvägen,1,1,1,02,01
9335,2019,2,26,2321218,E3207,2539969,6674091,2539974,6674109,Kalliolähde,Bergkällan,Puolarintie,Bolarsvägen,1,1,1,02,01
9336,2012B,1,5,2212239,E2113,2544102,6673823,2544103,6673800,Hakalehto,Hagliden,Merituulentie,Havsvindsvägen,1,1,1,02,01
9337,2019,2,27,2321216,E3205,2540260,6673693,2540276,6673695,Kuunkatu,Mångatan,Friisinkalliontie,Frisbergsvägen,1,1,1,02,01
9338,2046,1,8,2442231,E4429,2539790,6671863,2539757,6671859,Hyljekuja,Sälgränden,Hyljeluodontie,Sälörsvägen,1,1,1,02,01
9339,2038,2,13,1462106,H1520,2548019,6678979,2548032,6678998,Talin siirt.puutarha,Tali koloniträdgård,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
9340,2046,1,9,2442235,E4432,2539536,6672145,2539548,6672117,Luoteisrinne,Nordvästbrinken,Rusthollarinkatu,Rusthållargatan,1,1,1,02,01
9341,2038,2,14,1465104,H1518,2548426,6678692,2548437,6678707,Takomotie,Smedjevägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
9342,2019,2,28,2323247,E3264,2540555,6673663,2540552,6673680,Kuunsilta,Månbron,Kuunkatu,Mångatan,1,1,1,02,01
9343,2012B,1,6,2212245,E2116,2543773,6673830,2543775,6673808,Jousenkaari,Bågsvängen,Merituulentie,Havvindsvägen,1,1,1,02,01
9344,2019,2,29,2323251,E3267,2540777,6673545,2540794,6673554,Auringonkatu,Solgatan,Olarinkatu,Olarsgatan,1,1,1,02,01
9345,2012B,1,7,2214241,E2133,2543379,6673654,2543395,6673626,Niittymaa,Ängsmalmen,Merituulentie,Havsvindsvägen,1,1,1,02,01
9346,2019,2,30,2323253,E3269,2540942,6673236,2540956,6673244,Meteorinsilta,Meteorbron,Olarinkatu,Olarsgatan,1,1,1,02,01
9347,2012B,1,8,2214243,E2135,2542927,6673556,2542925,6673525,Niittyportti,Ängsporten,Merituulentie,Havsvindsvägen,1,1,1,02,01
9348,2012B,1,9,2214239,E2132,2542521,6673514,2542524,6673497,Niittykumpu (M),Ängskulla (M),Merituulentie,Havsvindsvägen,1,1,1,02,01
9349,2019,2,31,2323209,E3258,2541244,6673004,2541233,6673016,Olarinristi,Olarskorset,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9350,2012B,1,10,2322204,E3227,2541859,6673402,2541862,6673377,Haltila,Haldens,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9351,2019,2,32,2322206,E3229,2541473,6673226,2541460,6673240,Aamutie,Morgonvägen,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9352,2012B,1,11,2322205,E3228,2541328,6673139,2541344,6673123,Aamutie,Morgonvägen,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9353,2019,2,33,2322247,E3249,2541770,6673337,2541766,6673361,Gräsantulli,Gräsatullen,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9354,2012B,1,12,2323208,E3257,2541120,6672976,2541131,6672951,Olarinkatu,Olarsgatan,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9355,2019,2,34,2322229,E3236,2542117,6673432,2542113,6673452,Niittykummunsilta,Ängskullabron,Merituulentie,Havsvindsvägen,1,1,1,02,01
9356,2012B,1,13,2323210,E3259,2540773,6672932,2540772,6672911,Koronakatu,Koronagatan,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9357,2012B,1,14,2323214,E3262,2540484,6672847,2540499,6672833,Tähtisateenpuisto,Stjärnregnsparken,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9358,2019,2,35,2214238,E2131,2542505,6673467,2542504,6673492,Niittykumpu (M),Ängskulla (M),Merituulentie,Havsvindsvägen,1,1,1,02,01
9359,2012B,1,15,2321223,E3212,2540194,6672558,2540204,6672536,Friisilänristi,Frisanskorset,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9360,2019,2,36,2214244,E2136,2543035,6673501,2543034,6673520,Niittyportti,Ängsporten,Merituulentie,Havsvindsvägen,1,1,1,02,01
9361,2012B,1,16,2432218,E4918,2539578,6672472,2539577,6672452,Finnoonlaaksontie,Finnodalsvägen,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9362,2046,1,10,2442208,E4450,2539340,6672053,2539364,6672029,Kurjenkellontie,Storklocksvägen,Hannuksentie,Hannusvägen,1,1,1,02,01
9363,2019,2,37,2214242,E2134,2543528,6673659,2543512,6673689,Niittymaa,Ängsmalmen,Merituulentie,Havsvindsvägen,1,1,1,02,01
9364,2038,2,15,1465102,H1516,2548768,6678460,2548781,6678484,Valimotie,Gjuterivägen,Pitäjänmäentie,Sockenbackavägen,1,1,1,01,01
9365,2016,1,6,2311202,E3102,2541360,6672246,2541346,6672240,Matinkylä (M),Mattby (M),Matinkyläntie,Mattbyvägen,1,1,1,02,01
9366,2012B,1,17,2432240,E4933,2539360,6672482,2539358,6672468,Yli-Finnoo,Övre Finno,Kuitinmäentie,Kvisbackavägen,1,1,1,02,01
9367,2019,2,38,2212244,E2115,2543807,6673794,2543807,6673811,Jousenkaari,Bågsvängen,Merituulentie,Havvindsvägen,1,1,1,02,01
9368,2012B,1,18,2432203,E4903,2539229,6672425,2539263,6672435,Finnoonympyrä,Finnorondellen,Finnoonsilta,Finnobron,1,1,1,02,01
9369,2016,1,7,2311210,E3110,2541193,6672567,2541179,6672561,Piispanaukio,Biskopsplatsen,Piispansilta,Biskopsbron,1,1,1,02,01
9370,2046,1,11,2442204,E4420,2539259,6671962,2539297,6671962,Hannus,Hannus,Hannuksentie,Hannusvägen,1,1,1,02,01
9371,2038,2,16,1291219,H1512,2549446,6677907,2549462,6677914,Talontie,Hemmansvägen,Vihdintie,Vichtisvägen,1,1,1,01,01
9372,2019,2,39,2212240,E2114,2544207,6673785,2544202,6673805,Hakalehto,Hagliden,Merituulentie,Havsvindsvägen,1,1,1,02,01
9373,2012B,1,19,2442208,E4450,2539340,6672053,2539364,6672029,Kurjenkellontie,Storklocksvägen,Hannuksentie,Hannusvägen,1,1,1,02,01
9374,2016,1,8,2322212,E3234,2541111,6672779,2541087,6672770,Piispanristi,Biskopskorset,Piispansilta,Biskopsbron,1,1,1,02,01
9375,2038,2,17,1160109,H1932,2550015,6677614,2550036,6677614,Ruskeasuon varikko,Brunakärrs depå,Mannerheimintie,Mannerheimvägen,1,1,1,01,01
9376,2019,2,40,2212238,E2112,2544437,6673883,2544427,6673902,Hakarinne,Hagsluttningen,Merituulentie,Havsvindsvägen,1,1,1,02,01
9377,2012B,1,20,2442204,E4420,2539259,6671962,2539297,6671962,Hannus,Hannus,Hannuksentie,Hannusvägen,1,1,1,02,01
9378,2046,1,12,2442206,E4422,2538869,6671483,2538874,6671468,Hannuksenpelto,Hannusåkern,Kaitaantie,Kaitansvägen,1,1,1,02,01
9379,2016,1,9,2323207,E3256,2541072,6673043,2541055,6673039,Päiväntaite,Middagshöjden,Olarinkatu,Olarsgatan,1,1,1,02,01
9380,2019,2,41,2211274,E2014,2544681,6673670,2544703,6673673,Tuuliniitty,Vindängen,Etelätuulentie,Sunnanvindsvägen,1,1,1,02,01
9381,2012B,1,21,2442206,E4422,2538869,6671483,2538874,6671468,Hannuksenpelto,Hannusåkern,Kaitaantie,Kaitansvägen,1,1,1,02,01
9382,2038,2,18,1160107,H1928,2550028,6677108,2550047,6677109,Ruskeasuo,Brunakärr,Mannerheimintie,Mannerheimvägen,1,1,1,01,01
9383,2046,1,13,2442210,E4425,2538460,6671134,2538464,6671118,Iivisniemi,Ivisnäs,Kaitaantie,Kaitansvägen,1,1,1,02,01
9384,2019,2,42,2211235,E2010,2545181,6673829,2545164,6673827,Sateentie,Regnvägen,Tapiolantie,Tapiolavägen,1,1,1,02,01
9385,2016,1,10,2323252,E3268,2540951,6673293,2540935,6673285,Meteorinsilta,Meteorbron,Olarinkatu,Olarsgatan,1,1,1,02,01
9386,2012B,1,22,2442210,E4425,2538460,6671134,2538464,6671118,Iivisniemi,Ivisnäs,Kaitaantie,Kaitansvägen,1,1,1,02,01
9387,2038,2,19,1160104,H1926,2550149,6676579,2550171,6676582,Tilkka,Tilkka,Mannerheimintie,Mannerheimvägen,1,1,1,01,01
9388,2046,1,14,2443212,E4433,2538071,6670855,2538089,6670846,Hannusjärvi,Hannusträsket,Kaitaantie,Kaitansvägen,1,1,1,02,01
9389,2019,2,43,2211292,E2019,2544950,6674138,2544953,6674129,Tapionaukio,Tapioplatsen,Tapionaukio,Tapioplatsen,1,1, , ,01
9390,2012B,1,23,2443212,E4433,2538071,6670855,2538089,6670846,Hannusjärvi,Hannusträsket,Kaitaantie,Kaitansvägen,1,1,1,02,01
9391,2038,2,20,1180105,H1920,2550235,6676256,2550246,6676268,Kuusitie,Granvägen,Mannerheimintie 146,Mannerheimvägen 146,1,1,1,01,01
9392,2031,1,1,2321225,E3214,2540207,6672578,2540198,6672588,Friisilänaukio,Frisansplatsen,Friisilänkulma,Frisanshörnet,1,1,1,02,01
9393,2016,1,11,2323250,E3266,2540746,6673684,2540729,6673676,Auringonkatu,Solgatan,Olarinkatu,Olarsgatan,1,1,1,02,01
9394,2012B,1,24,2443214,E4435,2537932,6670615,2537947,6670604,Kaitaankulma,Kaitvinkeln,Kaitaantie,Kaitansvägen,1,1,1,02,01
9395,2046,1,15,2443216,E4437,2538075,6670289,2538096,6670301,Kaitamäenristi,Kaitbackskorset,Riilahdentie,Rilaxvägen,1,1,1,02,01
9396,2031,1,2,2321227,E3216,2540305,6672487,2540323,6672500,Piispantilankuja,Biskopshemmansgr.,Kalastajantie,Fiskarvägen,1,1,1,02,01
9397,2038,2,21,1180115,H1918,2550709,6675920,2550723,6675941,Töölön tulli,Tölö tull,Mannerheimintie,Mannerheimvägen,1,1,1,01,01
9398,2012B,1,25,2412260,E4130,2537687,6670382,2537707,6670393,Soukanväylä,Sököleden,Soukanväylä,Sököleden,1,1,1,02,01
9399,2016,1,12,2323248,E3265,2540430,6673683,2540447,6673687,Kuunkehrä,Månskivan,Kuunkehrä,Månskivan,1,1,1,02,01
9400,2031,1,3,2314223,E3139,2540440,6672271,2540461,6672279,Tiistinniitty,Distängen,Kalastajantie,Fiskarvägen,1,1,1,02,01
9401,2046,1,16,2443218,E4439,2538137,6670116,2538159,6670115,Riilahti,Rilax,Riilahdentie,Rilaxvägen,1,1,1,02,01
9402,2012B,1,26,2412258,E4128,2537771,6669822,2537804,6669832,Ala-Soukka,Nedre Sökö,Soukanväylä,Sököleden,1,1,1,02,01
9403,2038,2,22,1140118,H1916,2551042,6675640,2551058,6675652,Kansaneläkelaitos,Folkpensionsanst.,Mannerheimintie 102,Mannerheimvägen 102,1,1,1,01,01
9404,2031,1,4,2314221,E3137,2540524,6671855,2540540,6671860,Kalaonni,Fiskelyckan,Kalastajantie,Fiskarvägen,1,1,1,02,01
9405,2016,1,13,2323247,E3264,2540555,6673663,2540552,6673680,Kuunsilta,Månbron,Kuunkatu,Mångatan,1,1,1,02,01
9406,2012B,1,27,2412234,E4123,2537611,6669788,2537590,6669780,Soukankuja,Sökögränden,Soukantie,Sökövägen,1,1, , ,01
9407,2046,1,17,2443220,E4441,2538088,6669762,2538105,6669761,Vesiniityntie,Vattuängsvägen,Riilahdentie,Rilaxvägen,1,1,1,02,01
9408,2031,1,5,2312219,E3121,2540660,6671511,2540685,6671522,Kalastajankuja,Fiskargränden,Kalastajantie,Fiskarvägen,1,1,1,02,01
9409,2038,2,23,1140115,H1914,2551476,6675008,2551485,6675016,Töölön kisahalli,Tölö sporthall,Mannerheimintie 72,Mannerheimvägen 72,1,1, ,01,01
9410,2012B,2,1,2412234,E4123,2537611,6669788,2537590,6669780,Soukankuja,Sökögränden,Soukantie,Sökövägen,1,1,1,02,01
9411,2016,1,14,2322238,E3244,2540902,6673887,2540898,6673904,Alaportti,Nederporten,Ruomelantie,Romensvägen,1,1,1,02,01
9412,2046,1,18,2415278,E4150,2538041,6669368,2538055,6669367,Riilahdenristi,Rilaxkorset,Riilahdentie,Rilaxvägen,1,1,1,02,01
9413,2031,1,6,2312217,E3119,2541102,6671178,2541121,6671186,Nuottalahti,Notviken,Nuottaniementie,Notuddsvägen,1,1,1,02,01
9414,2012B,2,2,2412232,E4121,2537551,6670023,2537537,6670017,Soukankaari,Sökösvängen,Soukantie,Sökövägen,1,1,1,02,01
9415,2031,1,7,2315215,E3144,2541455,6670881,2541454,6670902,Nuottaniemi,Notudden,Nuottaniementie,Notuddsvägen,1,1,1,02,01
9416,2046,1,19,2443282,E4447,2537910,6669617,2537894,6669606,Vesiniitty,Vattuängen,Soukanväylä,Sököleden,1,1,1,02,01
9417,2038,2,24,1130107,H1908,2551777,6674307,2551790,6674315,Hesperian puisto,Hesperiaparken,Mannerheimintie 40,Mannerheimvägen 40,1,1,1,01,01
9418,2012B,2,3,2412230,E4119,2537490,6670174,2537473,6670167,Soukantori,Sökötorget,Soukantie,Sökövägen,1,1,1,02,01
9419,2031,1,8,2311213,E3113,2541764,6671072,2541744,6671082,Nokkala,Nokkala,Nuottaniementie,Notuddsvägen,1,1,1,02,01
9420,2016,1,15,2322236,E3242,2541172,6673896,2541174,6673913,Itäportti,Österporten,Ruomelantie,Romensvägen,1,1,1,02,01
9421,2012B,2,4,2412226,E4115,2537298,6670245,2537307,6670231,Ylä-Soukka,Övre Sökö,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
9422,2046,1,20,2412234,E4123,2537611,6669788,2537590,6669780,Soukankuja,Sökögränden,Soukantie,Sökövägen,1,1,1,02,01
9423,2038,2,25,1020228,H2020,2552342,6673654,2552342,6673663,Elielinaukio,Elielplatsen,Elielinaukio,Elielplatsen,1,1, , ,01
9424,2031,1,9,2313211,E3129,2541841,6671372,2541828,6671358,Matinlahti,Mattviken,Matinkyläntie,Mattbyvägen,1,1,1,02,01
9425,2016,1,16,2322248,E3250,2541415,6674018,2541399,6674012,Yliskallio,Oppiberget,Uuskartanontie,Nygårdsvägen,1,1,1,02,01
9426,2012B,2,5,2412224,E4113,2537041,6670114,2537048,6670098,Kaskilaakso,Svedjedalen,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
9427,2046,1,21,2412232,E4121,2537551,6670023,2537537,6670017,Soukankaari,Sökösvängen,Soukantie,Sökövägen,1,1,1,02,01
9428,2042,1,1,2412238,E4127,2537434,6669466,2537425,6669478,Alakartanonkuja,Nedergårdsgränden,Alakartanontie,Nedergårdsvägen,1,1,1,02,01
9429,2031,1,10,2311209,E3109,2541652,6671596,2541637,6671586,Sepetlahdentie,Sepetviksvägen,Matinkyläntie,Mattbyvägen,1,1,1,02,01
9430,2016,1,17,2322240,E3246,2541359,6674257,2541348,6674249,Ylismäenristi,Oppibackakorset,Uuskartanontie,Nygårdsvägen,1,1,1,02,01
9431,2012B,2,6,2412222,E4111,2536777,6669975,2536765,6669964,Soukanlahti,Sököviken,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9432,2012B,2,7,2411264,E4025,2536678,6670217,2536664,6670216,Ristiniementie,Korsnäsvägen,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9433,2016,1,18,2331204,E3305,2541483,6674585,2541466,6674597,Olarinniityntie,Olarsängsvägen,Ylismäentie,Oppibackavägen,1,1,1,02,01
9434,2046,1,22,2412230,E4119,2537490,6670174,2537473,6670167,Soukantori,Sökötorget,Soukantie,Sökövägen,1,1,1,02,01
9435,2031,1,11,2311206,E3106,2541531,6671862,2541514,6671855,Akselinpolku,Axelsstigen,Matinkyläntie,Mattbyvägen,1,1,1,02,01
9436,2042,1,2,2412236,E4125,2537575,6669552,2537564,6669567,Alatörmä,Nederbrinken,Alakartanontie,Nedergårdsvägen,1,1,1,02,01
9437,2012B,2,8,2411220,E4007,2536586,6670560,2536577,6670554,Näkinkaari,Näckens båge,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9438,2031,1,12,2311202,E3102,2541360,6672246,2541346,6672240,Matinkylä (M),Mattby (M),Matinkyläntie,Mattbyvägen,1,1,1,02,01
9439,2031,1,13,2311210,E3110,2541193,6672567,2541179,6672561,Piispanaukio,Biskopsplatsen,Piispansilta,Biskopsbron,1,1,1,02,01
9440,2046,1,23,2412226,E4115,2537298,6670245,2537307,6670231,Ylä-Soukka,Övre Sökö,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
9441,2042,1,3,2412234,E4123,2537611,6669788,2537590,6669780,Soukankuja,Sökögränden,Soukantie,Sökövägen,1,1,1,02,01
9442,2012B,2,9,2411240,E4013,2536767,6670837,2536750,6670856,Espoonlahden uimahal, ,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9443,2016,1,19,2331206,E3308,2541554,6674745,2541541,6674742,Klaris,Klaris,Suurpellontie,Storåkernsvägen,1,1,1,02,01
9444,2031,1,14,2322212,E3234,2541111,6672779,2541087,6672770,Piispanristi,Biskopskorset,Piispansilta,Biskopsbron,1,1,1,02,01
9445,2012B,2,10,2411258,E4023,2536610,6671113,2536594,6671099,Lippulaiva,Lippulaiva,Espoonlahdenkatu,Esboviksvägen,1,1,1,02,01
9446,2046,1,24,2412224,E4113,2537041,6670114,2537048,6670098,Kaskilaakso,Svedjedalen,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
9447,2031,1,15,2323207,E3256,2541072,6673043,2541055,6673039,Päiväntaite,Middagshöjden,Olarinkatu,Olarsgatan,1,1,1,02,01
9448,2012B,2,11,2413258,E4021,2536306,6671294,2536317,6671285,Ulappatori,Fjärdtorget,Espoonlahdenkatu,Esboviksgatan,1,1,0,02,01
9449,2016,1,20,2331210,E3310,2541447,6674970,2541443,6674955,Suurpellonaukio,Storåkersplatsen,Maakirjantie,Jordeboksvägen,1,1,1,02,01
9450,2042,1,4,2412232,E4121,2537551,6670023,2537537,6670017,Soukankaari,Sökösvängen,Soukantie,Sökövägen,1,1,1,02,01
9451,2046,1,25,2412222,E4111,2536777,6669975,2536765,6669964,Soukanlahti,Sököviken,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9452,2016,1,21,2331202,E3303,2540884,6675181,2540877,6675166,Lillhemtinpuisto,Lillhemtparken,Maakirjantie,Jordeboksvägen,1,1,1,02,01
9453,2042,1,5,2412230,E4119,2537490,6670174,2537473,6670167,Soukantori,Sökötorget,Soukantie,Sökövägen,1,1,1,02,01
9454,2046,1,26,2411264,E4025,2536678,6670217,2536664,6670216,Ristiniementie,Korsnäsvägen,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9455,2016,1,22,2331200,E3301,2540598,6675318,2540593,6675321,Lillhemt,Lillhemt,Tuurinmäentie,Torsbackavägen,1,1, , ,01
9456,2042,1,6,2412226,E4115,2537298,6670245,2537307,6670231,Ylä-Soukka,Övre Sökö,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
9457,2046,1,27,2411220,E4007,2536586,6670560,2536577,6670554,Näkinkaari,Näckens båge,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9458,2016,2,1,2331201,E3302,2540598,6675318,2540593,6675322,Lillhemt,Lillhemt,Tuurinmäentie,Torsbackavägen,1,1,1,02,01
9459,2042,1,7,2412224,E4113,2537041,6670114,2537048,6670098,Kaskilaakso,Svedjedalen,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
9460,2046,1,28,2411240,E4013,2536767,6670837,2536750,6670856,Espoonlahden uimahal, ,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9461,2042,1,8,2412222,E4111,2536777,6669975,2536765,6669964,Soukanlahti,Sököviken,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9462,2046,1,29,2411258,E4023,2536610,6671113,2536594,6671099,Lippulaiva,Lippulaiva,Espoonlahdenkatu,Esboviksvägen,1,1,1,02,01
9463,2016,2,2,2331203,E3304,2540891,6675140,2540900,6675152,Lillhemtinpuisto,Lillhemtparken,Maakirjantie,Jordeboksvägen,1,1,1,02,01
9464,2042,1,9,2411264,E4025,2536678,6670217,2536664,6670216,Ristiniementie,Korsnäsvägen,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9465,2046,1,30,2411202,E4002,2537040,6671331,2537038,6671349,Amiraalin puistotie,Amiralsallén,Kivenlahdentie,Stensviksvägen,1,1,1,02,01
9466,2016,2,3,2331209,E3309,2541506,6674824,2541519,6674827,Klaris,Klaris,Suurpellontie,Storåkernsvägen,1,1,1,02,01
9467,2042,1,10,2411220,E4007,2536586,6670560,2536577,6670554,Näkinkaari,Näckens båge,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9468,2046,1,31,2434203,E4937,2536957,6671890,2536945,6671880,Sammalvuori,Mossberget,Nöykkiönkatu,Nöykisgatan,1,1,1,02,01
9469,2016,2,4,2331205,E3306,2541457,6674616,2541471,6674604,Olarinniityntie,Olarsängsvägen,Ylismäentie,Oppibackavägen,1,1,1,02,01
9470,2042,1,11,2411240,E4013,2536767,6670837,2536750,6670856,Espoonlahden uimahal, ,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
9471,2046,1,32,2434205,E4939,2536881,6672501,2536883,6672520,Vehas,Vehas,Eestinmalmintie,Estmalmsvägen,1,1,1,02,01
9472,2016,2,5,2322239,E3245,2541334,6674227,2541354,6674236,Ylismäenristi,Oppibackakorset,Uuskartanontie,Nygårdsvägen,1,1,1,02,01
9473,2042,1,12,2411258,E4023,2536610,6671113,2536594,6671099,Lippulaiva,Lippulaiva,Espoonlahdenkatu,Esboviksvägen,1,1,1,02,01
